*,use,folio,nr,geometry,agri_categories,use_all
930,['Pré'],6,[37.2],,['pre'],Pré
943,['Pré'],6,[50.0],"POLYGON ((6.636612116590392 46.5240920241854, 6.636476911689845 46.52407201598242, 6.636475230436485 46.52407258143696, 6.636464369196332 46.524099928393234, 6.636435642216148 46.524119354901025, 6.636423243690799 46.524165743275205, 6.636427835017582 46.52416635308326, 6.636427356870571 46.52417039109746, 6.636424292578949 46.52417960690431, 6.63641926165896 46.524180437343105, 6.636409983094958 46.524213857578665, 6.636414988314304 46.524214758985025, 6.636410575251873 46.524230316018055, 6.636408040511346 46.524232030120764, 6.636405113302114 46.52423200942161, 6.636394955533597 46.524268310149736, 6.636396632509793 46.52426803333719, 6.6363995554369 46.52426834267732, 6.63639688788768 46.52427900464442, 6.6363951809225 46.52428130194251, 6.636391835537482 46.52428127828598, 6.636382121629213 46.524315850125184, 6.636303633569483 46.52430663493757, 6.636259482750736 46.52443535866463, 6.636252288090124 46.524441081201594, 6.636210584587874 46.52446128188857, 6.63620551078724 46.524464998725755, 6.636172506429226 46.52457532630915, 6.636169967379684 46.52457732904734, 6.636163690463294 46.524577573319554, 6.63616226880811 46.52458882143628, 6.636247055595994 46.52459634924098, 6.636251651242209 46.52459667041537, 6.636251586968958 46.52460100002718, 6.636246682808868 46.52462146098924, 6.636210847996456 46.52475341889598, 6.636208722831635 46.52475571323351, 6.636205377417369 46.52475568957148, 6.636166310910149 46.52490812025428, 6.636159114385488 46.52494213253924, 6.636154649765057 46.52496115325109, 6.63617173936878 46.524965026855725, 6.63617380883414 46.52496648484904, 6.636256449619437 46.524977750187276, 6.636294077115401 46.52497859364415, 6.636295771252831 46.524977162269955, 6.636300789394825 46.52497719775898, 6.636328751655892 46.52498114823211, 6.636375126630657 46.52498436289144, 6.636401315742555 46.52488235852168, 6.63654894948293 46.52465679558584, 6.636542271516351 46.52465588235933, 6.636537697280194 46.524654117992746, 6.636723890502894 46.524366474496595, 6.636728059393961 46.524367369977455, 6.63673229251969 46.52436393584612, 6.636741074169172 46.52436399791799, 6.636758604688892 46.524338141431436, 6.636816003027048 46.524218459952166, 6.636852914977623 46.52409834499081, 6.636854016782228 46.5240804551711, 6.636851542005767 46.52407812831232, 6.636842532059475 46.52403707334254, 6.636842118169899 46.524036781746325, 6.636819549767221 46.52403575622914, 6.636818760524672 46.52403257526918, 6.636832159130984 46.524031515281216, 6.636807223081143 46.52393636625693, 6.636806809192529 46.523936074660554, 6.636798027612407 46.523936012593744, 6.636797216962972 46.523934274837714, 6.636684078433325 46.523892772508205, 6.636668670377184 46.523888333523075, 6.636615517641542 46.524088295505, 6.636612116590392 46.5240920241854), (6.63619920966186 46.52457955658141, 6.636202526837888 46.524553310974575, 6.636207135335534 46.52455276622839, 6.636230109262465 46.52455466074724, 6.63623133807823 46.52455640146498, 6.636226774959672 46.52458206091801, 6.63619920966186 46.52457955658141))",['pre'],Pré
945,['Pré'],6,[52.0],"POLYGON ((6.63687563760383 46.52425814068057, 6.636594934434628 46.5246862764678, 6.636469961153966 46.52487851384356, 6.636469060542288 46.52488283754178, 6.636492034618505 46.52488473200767, 6.636527985058803 46.524885852200974, 6.636651645773838 46.524894809221365, 6.63665916441026 46.52489543971285, 6.636676719316292 46.524896141148865, 6.636754870156413 46.524843578080024, 6.63680122654011 46.524791656261115, 6.636808067241182 46.524781601121916, 6.636814092995319 46.52477009686718, 6.636819026927425 46.52474761539511, 6.636820337177132 46.524659291308964, 6.63678930650756 46.5246648454141, 6.636786823143087 46.524663095835585, 6.63678075175872 46.52464948538331, 6.636774069507031 46.52464886081123, 6.636775386922709 46.52458824919807, 6.636776518737473 46.524568338893886, 6.636868931212945 46.524569280697506, 6.636896095486876 46.524570627353185, 6.636906431472767 46.524635074043914, 6.636931530588712 46.524634674070334, 6.636940891761537 46.5246520604855, 6.636962338609441 46.524644129248486, 6.637065899065055 46.52459838495437, 6.636958096274034 46.52430981817778, 6.636938320738617 46.5242614703654, 6.63687563760383 46.52425814068057))",['pre'],Pré
950,['Pré'],6,[57.0],"POLYGON ((6.637324767793422 46.524373318233735, 6.637326845825475 46.5243741989244, 6.637393945048348 46.52438997240325, 6.637456965251415 46.52439878893094, 6.637496998730703 46.52440657708826, 6.637602557244357 46.524423488036334, 6.637624754702255 46.52442133539618, 6.637656323087227 46.5244077020717, 6.63765967275797 46.52440743705012, 6.637647805391796 46.52430516371495, 6.637646981877292 46.524304291887546, 6.637394474773987 46.52426960031658, 6.637389823524541 46.5242730315192, 6.637323099377017 46.52437301777832, 6.637324767793422 46.524373318233735))",['pre'],Pré
951,['Pré'],6,[58.0],"POLYGON ((6.63794041048584 46.524202152977445, 6.63794041903753 46.52420157569573, 6.637773787236289 46.52415738753696, 6.6377341934584 46.52414815922506, 6.637702977291459 46.52422270464623, 6.637686277342942 46.52430543533388, 6.637685803565816 46.52430918471256, 6.637724046302571 46.52452249392532, 6.637732377927116 46.524581152963314, 6.637735292324832 46.524582039550744, 6.63794041048584 46.524202152977445))",['pre'],Pré
965,['Pré'],6,[119.0],"POLYGON ((6.636548849263873 46.52370533498391, 6.636555045811058 46.523766865736164, 6.636560581643237 46.52381655630188, 6.636560929700709 46.52384946726671, 6.636587257266052 46.523850808083345, 6.63658664207651 46.523864082604135, 6.636602506835557 46.52386592678943, 6.63661922078417 46.523866910962596, 6.636620872049638 46.523868365991554, 6.636625881523372 46.52386897874784, 6.636676658434812 46.523885503279736, 6.636680063751082 46.523881485956544, 6.636698002238965 46.52388449947181, 6.636698804319583 46.523886814510185, 6.636697033142813 46.523893441425045, 6.636793133742981 46.523927606543076, 6.6367996075489 46.52391408475858, 6.636800098511582 46.523909180820354, 6.636790951610067 46.52387736235223, 6.636726444187832 46.52360238019834, 6.636725612134308 46.523602085645834, 6.63672519824869 46.5236017940492, 6.636600333084976 46.523589653190356, 6.636629629688928 46.523447256785374, 6.636620050400386 46.5234445910251, 6.636613364016462 46.52344425508435, 6.636619746319517 46.52346508452284, 6.6366055228063 46.523493562406706, 6.636602587071088 46.52349411899425, 6.636602173186958 46.52349382739717, 6.636592999209633 46.52349203051331, 6.636577132987662 46.523518476082536, 6.63655906725164 46.52358041264331, 6.636551126348158 46.52358006782951, 6.636547432476775 46.52363171383888, 6.636537810326828 46.5236319344797, 6.636548128573757 46.52369753576911, 6.636545964915508 46.523702427880345, 6.636548849263873 46.52370533498391))",['pre'],Pré
966,"['Ecurie', 'fenil']",6,[120.0],"POLYGON ((6.636795436151245 46.52363144628807, 6.636759124037892 46.52362657089293, 6.636756465155363 46.52363665558714, 6.636753904760824 46.52364010154253, 6.636757368526824 46.52366033300127, 6.636758196299306 46.52366091619439, 6.636758610185553 46.523661207790894, 6.636787416700749 46.5236645867812, 6.636795436151245 46.52363144628807))","['ecurie', 'fenil']","Ecurie, fenil"
967,"['Ecurie', 'fenil construits par Giroud']",6,[121.0],"POLYGON ((6.636835035110776 46.52361209653088, 6.636836724909439 46.52361095378937, 6.636856450163135 46.52354989492845, 6.636913316662432 46.52355058548459, 6.636914152997451 46.523550591394915, 6.636923994864892 46.52350736028423, 6.636918149086915 46.523506741630825, 6.636818766599998 46.523496513117536, 6.636811353750931 46.52351695637197, 6.63680741040871 46.52352905268654, 6.6368052895991 46.523531058394575, 6.636804755821819 46.523538848741126, 6.636806812404174 46.52354117264542, 6.636822106157504 46.523609695784884, 6.63682293392991 46.52361027897745, 6.636823343534362 46.52361085921463, 6.636835035110776 46.52361209653088))","['ecurie', 'fenil']","Ecurie, remise, fenil construits par Giroud, boucher"
973,['Pré'],6,[127.0],,['pre'],Pré
991,['Hangar'],6,[145.0],"POLYGON ((6.636660407000279 46.52306411914864, 6.636697879006253 46.523075353541394, 6.636685967893645 46.52303254602065, 6.636666551275673 46.52298824208563, 6.63666167892523 46.52297839282481, 6.636630092800046 46.522936889564654, 6.63660580665546 46.52291073747247, 6.636601655010159 46.52290868742379, 6.636562784149525 46.52296354879017, 6.636593060070645 46.523008795530714, 6.636606042989735 46.523035733728754, 6.636608824517261 46.52304556821057, 6.636611717399674 46.52304789803101, 6.636655427578918 46.52306148590814, 6.636660407000279 46.52306411914864))",['hangar'],Hangar
993,"['fenil', 'écurie']",6,[147.0],"POLYGON ((6.636738083236223 46.522817854446544, 6.636735617086813 46.52281495030344, 6.636661198660924 46.52278526846567, 6.636615162341915 46.52278754105461, 6.63660548038238 46.5227918026727, 6.636563889642837 46.52280449882951, 6.636561773135682 46.52280621589219, 6.636573694240951 46.52282015638797, 6.636692155209491 46.522869201918716, 6.636732587181836 46.52282185699259, 6.636738083236223 46.522817854446544))","['ecurie', 'fenil']","Remise, écurie, fenil, chambre"
1007,['Etable à porcs'],6,[152.0],"POLYGON ((6.636770595354157 46.52302246338916, 6.636771017799565 46.523022177704014, 6.636771495910796 46.52301813968815, 6.636763977533878 46.52301750920401, 6.636760615098642 46.52301864012166, 6.636759718823173 46.523022675181764, 6.636770595354157 46.52302246338916))",['etable'],Etable à porcs
1010,"['hangar', 'écurie']",6,[62.0],"POLYGON ((6.6375387947668 46.52395683406851, 6.637565984416906 46.52395644871894, 6.637588979526732 46.52395689975882, 6.637598196392434 46.52395581015375, 6.637771344717316 46.52395530056695, 6.637764751414705 46.52372287383328, 6.637653083214149 46.52372324015237, 6.63752718871413 46.52372408324582, 6.637527969437803 46.52372784148258, 6.637532146848946 46.523728159652265, 6.637532973557617 46.52375703259529, 6.637531270935121 46.52375904126973, 6.637527917025871 46.52375959492829, 6.637527827187649 46.52376565638601, 6.637532819550199 46.52376742366566, 6.637533253758297 46.52379456181071, 6.637530727629738 46.52379569865682, 6.637528632504544 46.52379597253324, 6.637529361893287 46.52380319446012, 6.637533112584786 46.52380408695855, 6.637533927533882 46.52380553606851, 6.637533491179506 46.52383497743448, 6.637529283814051 46.523836679750744, 6.637529599311629 46.52384361008385, 6.637533759619774 46.52384508281688, 6.637534586331099 46.52387395575972, 6.637530370406632 46.52387623535768, 6.637530284846497 46.52388200817456, 6.637534440879628 46.52388376954834, 6.637535250479977 46.52391379705452, 6.637531875171172 46.52391579391745, 6.637531793889138 46.52392127809342, 6.637534699692056 46.52392274196775, 6.637535505015149 46.523953058114685, 6.637535880405971 46.52395594747598, 6.6375387947668 46.52395683406851))","['ecurie', 'hangar']","Maison d'habitation, atelier, hangar, écurie"
1017,['Hangar'],6,[61.0],"POLYGON ((6.637578788381888 46.52399550972, 6.637578547778036 46.52403996336236, 6.637579780903239 46.52404141542467, 6.637647831619775 46.52404940135646, 6.637656789598903 46.524009339327726, 6.637656439865315 46.52400471812181, 6.637578788381888 46.52399550972))",['hangar'],Hangar
1018,['Pré'],6,[63.0],"POLYGON ((6.637780851449455 46.52396287312456, 6.637778781979185 46.52396141516048, 6.637778009788105 46.52395707964376, 6.637770592948988 46.523723781083966, 6.637769355549184 46.52372261766454, 6.637764751414705 46.52372287383328, 6.637771344717316 46.52395530056695, 6.637790109201034 46.52401547660593, 6.637837204315107 46.52402648987536, 6.638009263444779 46.52407129358774, 6.638135647103654 46.52383980525526, 6.638149874177357 46.523811038539414, 6.63812611545768 46.52380567481705, 6.63795102299761 46.523768066643214, 6.637915999403668 46.5237608913451, 6.637910426373169 46.523770089483385, 6.63790789597769 46.52377151497874, 6.637816048415868 46.52376076318306, 6.63781019832382 46.52376043321641, 6.637807723520887 46.523758106378445, 6.637808171625657 46.52375608884433, 6.637808321303659 46.52374598641443, 6.637810079510015 46.52374022540479, 6.637812191737596 46.52373879695975, 6.63781490602261 46.52372495990975, 6.637775188530141 46.523724102196724, 6.63778348449714 46.52395452025162, 6.6377833733039 46.52396202491373, 6.637780851449455 46.52396287312456))",['pre'],Pré
1029,"['Ecurie', 'fenil']",6,[80.0],"POLYGON ((6.637296349561804 46.523553869042274, 6.637306804942143 46.523525653129596, 6.637255562934878 46.52351230097442, 6.637241396603233 46.523508736851056, 6.637220957765824 46.52350512841578, 6.637239725760957 46.523565015906165, 6.637255594734027 46.523566571359424, 6.637291911131086 46.52357115795506, 6.637296349561804 46.523553869042274))","['ecurie', 'fenil']","Ecurie, fenil"
1037,['Hangar'],6,[88.0],"POLYGON ((6.637233776130321 46.52320471238367, 6.637208848175637 46.523306437174575, 6.637212167822798 46.52330819265213, 6.63731476271163 46.52332739231689, 6.637317736942348 46.52332423794332, 6.637323173097524 46.52332427634082, 6.637408541959163 46.523348838996085, 6.637440211334001 46.52335656810683, 6.637448352369214 46.52325876611105, 6.637450601495813 46.52324810116565, 6.637450247506375 46.523243768599734, 6.63745142610692 46.52322068323828, 6.637447719358935 46.523188614572334, 6.637341223104603 46.52320691470872, 6.637335336490324 46.523265473356865, 6.637277633954601 46.523264777104345, 6.637277275699594 46.52326073317876, 6.637270597892995 46.52325981999502, 6.637270700597222 46.523252892614785, 6.637277822244029 46.52325207690735, 6.637283925958305 46.5232070873355, 6.637233776130321 46.52320471238367))",['hangar'],Hangar
1038,['Hangar'],6,[89.0],"POLYGON ((6.637283996164143 46.52306130894093, 6.637290249103304 46.5231190873239, 6.637416586035179 46.5231165156013, 6.637423711940357 46.5231154112438, 6.637418320857828 46.52305590692971, 6.637290708180237 46.523059912997184, 6.637283996164143 46.52306130894093))",['hangar'],Hangar
1046,['Pré'],6,[92.1],"POLYGON ((6.637716499582021 46.52311257126534, 6.637710210011549 46.52311368154559, 6.637548327013917 46.52317258212362, 6.637537364897541 46.52317856680775, 6.637515091971663 46.523270495594176, 6.637512979754516 46.52327192403369, 6.637515095167148 46.523298496709494, 6.637517147492837 46.52330110924182, 6.637518854379477 46.52329881192674, 6.637526579223916 46.52325729784386, 6.637532442093685 46.52325676190257, 6.637608458345722 46.52326336075839, 6.637609405892327 46.5232558620014, 6.63752796633683 46.5232483588362, 6.637528901060434 46.52324172600241, 6.637533086989944 46.52324146689038, 6.63753554464572 46.5232449482978, 6.637615302981158 46.52325301692899, 6.637613885939961 46.523263976423706, 6.637619313534326 46.523264592088786, 6.637599813881164 46.52336693262999, 6.637557660381089 46.523361150230585, 6.63751767679365 46.5235193482992, 6.637518090682907 46.523519639893, 6.637518082126821 46.523520217174664, 6.637739671349368 46.52355266953412, 6.63774090446779 46.52355412159471, 6.637741740802953 46.5235541274989, 6.637749263542621 46.52355446927743, 6.637745847419658 46.523502773043546, 6.637723068507319 46.52317727995708, 6.637718120915358 46.52311604676443, 6.637716499582021 46.52311257126534))",['pre'],Pré
1048,['hangar construits par Boucher et fils'],6,[99.0],"POLYGON ((6.637609232435886 46.523098246379334, 6.637607302987506 46.523002682635195, 6.637504434813724 46.523001956248955, 6.637497321759475 46.523002194688935, 6.637503795127203 46.52321441363345, 6.637508036669671 46.5232104021913, 6.637510349953397 46.52319540763189, 6.637508685850344 46.52319481853833, 6.637507831389466 46.52311138656757, 6.637609232435886 46.523098246379334))",['hangar'],"Atelier, hangar construits par Boucher et fils"
1049,['Pré'],6,[100.0],"POLYGON ((6.637889463112324 46.52306789354263, 6.637888909002672 46.523048837342316, 6.637886878048803 46.52304478161237, 6.637883969786929 46.52298702687479, 6.637880766482917 46.52294918835686, 6.637756401030013 46.52295985730016, 6.637633759508932 46.522967074227076, 6.637628703055762 46.522969636564675, 6.63750394501148 46.5229785704339, 6.637504434813724 46.523001956248955, 6.637607302987506 46.523002682635195, 6.637609232435886 46.523098246379334, 6.637507831389466 46.52311138656757, 6.637508685850344 46.52319481853833, 6.637510349953397 46.52319540763189, 6.637520822264929 46.52316603713561, 6.637525908687375 46.52316145431688, 6.637740749791661 46.523084741374646, 6.637744935708013 46.52308448225481, 6.637744382075067 46.52317829643852, 6.637752715431278 46.52318037596616, 6.637885094047216 46.52319343460967, 6.637891801788164 46.523192327271296, 6.637892510722392 46.523172702644004, 6.637890475487572 46.52316893555499, 6.637890301056729 46.52315248007413, 6.637891568378258 46.52315162300618, 6.637891351186908 46.52313805393396, 6.637889286021237 46.523136307330994, 6.637890157444698 46.52310571435079, 6.637890281449456 46.523097343765684, 6.637888625897352 46.52309617739597, 6.637888293254022 46.52309040162709, 6.637888195792723 46.52306875061058, 6.637889463112324 46.52306789354263))",['pre'],Pré
1050,['Pré'],6,[97.0],"POLYGON ((6.637941746397104 46.52320855669419, 6.637941332507943 46.52320826510192, 6.637897907496386 46.523203628538134, 6.637893747227644 46.52320215581843, 6.637891801788164 46.523192327271296, 6.637885094047216 46.52319343460967, 6.637752715431278 46.52318037596616, 6.637744382075067 46.52317829643852, 6.637723068507319 46.52317727995708, 6.637745847419658 46.523502773043546, 6.63775420648659 46.5235031207259, 6.637823963432288 46.52350880923376, 6.637866548071653 46.52351372856338, 6.637902570321496 46.523509941427136, 6.63791179993259 46.52350798587401, 6.637922567992218 46.52343040936572, 6.637957026093747 46.52322165473281, 6.637958033450754 46.523210115000744, 6.637941746397104 46.52320855669419))",['pre'],Pré
1061,['Pré'],6,[162.0],,['pre'],Pré
1063,['Pré'],6,[164.0],,['pre'],Pré
1071,['Hangar servant de magasin à bois'],6,[172.0],,['hangar'],Hangar servant de magasin à bois
1077,"['Ecurie', 'fenil']",7,[1.0],"POLYGON ((6.638207341022748 46.52303693963339, 6.638222735427267 46.52307053408907, 6.638225632654725 46.52307257522757, 6.638230236731698 46.52307231904015, 6.638218157711111 46.523040768674456, 6.6382128626357 46.523031205170774, 6.638192359797756 46.52303192652335, 6.638183155924739 46.52303215025407, 6.638118280724276 46.523035733883354, 6.637968863779497 46.52304362824549, 6.637968859503895 46.523043916886365, 6.637970890463876 46.52304797261484, 6.638144582284317 46.52303880618438, 6.638197731808479 46.523036294492215, 6.638207341022748 46.52303693963339))","['ecurie', 'fenil']","Ecurie, remise, fenil"
1087,"['Ecurie', 'fenil']",7,[11.0],"POLYGON ((6.637752404153732 46.52267558753188, 6.637833433266099 46.52267126221171, 6.637839284026917 46.52267072735549, 6.637863100103494 46.522668878920975, 6.637832617561898 46.52261364083087, 6.637831365657694 46.522613631993735, 6.637753180918638 46.52262316279827, 6.637751165051957 46.52267471454991, 6.637752404153732 46.52267558753188))","['ecurie', 'fenil']","Ecurie, fenil"
1089,['Hangar'],7,[13.0],"POLYGON ((6.637455628838558 46.522706621000815, 6.637544706293883 46.522694286537764, 6.637545626278801 46.52268853147173, 6.637540811830344 46.522647302302744, 6.637444261446454 46.52265699128273, 6.637455628838558 46.522706621000815))",['hangar'],Hangar
1094,['Pré'],7,[20.0],"POLYGON ((6.63763080895484 46.52251657415873, 6.637633951006169 46.52252984793758, 6.637635526300965 46.522536196778965, 6.637635824082285 46.52254426506894, 6.637634929720756 46.52254829184783, 6.637634921183639 46.52254886794381, 6.637640306663437 46.52257973032805, 6.63764864841756 46.522580077304035, 6.637646936528057 46.522582945998316, 6.637638986463413 46.52258433025653, 6.637640101773835 46.52259355663127, 6.637650538573243 46.52259334224322, 6.637648826683419 46.522596210937515, 6.63764297166026 46.52259703383194, 6.637648676275639 46.52263452426572, 6.637731442829743 46.522625602036086, 6.637753180918638 46.52262316279827, 6.637831365657694 46.522613631993735, 6.637811434271573 46.52257863384519, 6.637799316400141 46.52255146895989, 6.637786620004404 46.522507015302104, 6.637769823180362 46.52245763536763, 6.637739859621361 46.52242371869531, 6.637734013154285 46.52242396549844, 6.637731901046418 46.52242567905602, 6.637727306478947 46.522425934697075, 6.637652443319036 46.52243664119297, 6.637622755256593 46.5224404646686, 6.637612718711935 46.52244183419259, 6.63763080895484 46.52251657415873))",['pre'],Pré
1097,"['Ecurie', 'fenil']",7,[29.0],"POLYGON ((6.637457326229915 46.52242316410881, 6.637392976647122 46.52242847119879, 6.637384204808404 46.522428985400616, 6.637388764072631 46.522459265806276, 6.637468600761839 46.52245089923263, 6.637457326229915 46.52242316410881))","['ecurie', 'fenil']","Ecurie, fenil"
1099,['Hangar'],7,[25.0],"POLYGON ((6.637579023966388 46.52220911722294, 6.637601975371257 46.52220927928577, 6.637655006399521 46.52220734910207, 6.637655010667945 46.52220706105409, 6.637626416509712 46.52210891259593, 6.637560457891905 46.52211017532313, 6.637555850543566 46.5221112951012, 6.637579023966388 46.52220911722294))",['hangar'],Hangar
